filename,x_from,y_from,width,height,sign_class
autosave01_02_2012_09_13_33.jpg,649,376,18,18,2_1
autosave01_02_2012_09_13_36.jpg,764,290,37,36,2_1
autosave01_02_2012_09_16_34.jpg,892,94,43,65,2_1
autosave01_02_2012_09_16_55.jpg,696,332,29,29,2_2
autosave01_02_2012_09_17_21.jpg,265,358,21,24,2_1
autosave01_02_2012_09_18_30.jpg,633,360,16,17,2_1
autosave01_02_2012_09_18_31.jpg,648,342,20,21,2_1
autosave01_02_2012_09_20_13.jpg,759,374,17,17,2_1
autosave01_02_2012_09_20_15.jpg,911,323,33,33,2_1
autosave01_02_2012_09_20_19.jpg,785,368,19,19,2_1
autosave01_02_2012_09_20_23.jpg,790,364,18,17,2_1
autosave01_02_2012_09_20_30.jpg,792,366,23,23,2_1
autosave01_02_2012_09_21_30.jpg,809,328,20,22,2_2
autosave01_02_2012_09_21_46.jpg,747,377,23,24,2_1
autosave01_02_2012_09_28_46.jpg,687,392,17,16,2_1
autosave01_02_2012_09_29_57.jpg,821,369,25,24,2_1
autosave01_02_2012_09_30_28.jpg,751,382,20,22,2_1
autosave01_02_2012_09_30_49.jpg,736,377,17,18,2_1
autosave01_02_2012_09_34_07.jpg,715,379,16,16,2_1
autosave01_02_2012_09_34_35.jpg,1104,314,25,25,2_1
autosave01_02_2012_09_34_53.jpg,757,349,18,20,2_1
autosave01_02_2012_09_35_02.jpg,771,386,17,17,2_1
autosave01_02_2012_09_35_54.jpg,790,362,20,20,2_1
autosave01_02_2012_09_37_30.jpg,842,385,17,18,2_1
autosave01_02_2012_09_39_32.jpg,703,386,21,20,2_1
autosave01_02_2012_09_40_25.jpg,682,391,18,18,2_1
autosave01_02_2012_09_42_12.jpg,703,398,16,18,2_1
autosave01_02_2012_09_42_29.jpg,776,358,24,25,2_1
autosave01_02_2012_09_42_32.jpg,1002,273,44,48,2_1
autosave01_02_2012_09_43_00.jpg,754,390,19,20,2_1
autosave01_02_2012_09_43_33.jpg,745,390,17,18,2_1
autosave01_02_2012_09_44_16.jpg,733,385,20,21,2_1
autosave01_02_2012_09_45_05.jpg,814,335,36,37,2_1
autosave01_02_2012_09_46_17.jpg,797,356,23,23,2_1
autosave01_02_2012_09_46_55.jpg,789,377,22,21,2_1
autosave01_02_2012_09_47_42.jpg,805,368,28,29,2_1
