# CSV-File created with merge-csv.com
# -----------------------------------------------------------

filename,x_from,y_from,width,height,sign_class
autosave21_01_2013_10_09_54_0.jpg,1141,280,32,46,5_16
autosave21_01_2013_10_10_59_2.jpg,962,347,21,33,5_16
autosave21_01_2013_10_11_50_2.jpg,923,300,17,26,5_16
autosave21_01_2013_10_13_08_0.jpg,749,343,23,31,7_4
autosave21_01_2013_10_13_11_2.jpg,823,353,16,23,5_16
autosave21_01_2013_10_15_56_2.jpg,842,346,17,32,5_16
autosave21_01_2013_10_17_47_0.jpg,943,311,26,38,5_16
autosave21_01_2013_10_22_39_2.jpg,799,365,18,24,5_16
autosave21_01_2013_10_28_41_2.jpg,816,322,26,33,5_16
autosave21_01_2013_10_41_00_1.jpg,905,344,18,28,5_16
autosave21_01_2013_10_48_43_0.jpg,1081,307,29,41,5_16
autosave21_01_2013_11_00_39_0.jpg,1001,320,22,30,5_16
autosave21_01_2013_11_00_48_0.jpg,1195,271,32,56,5_16
autosave21_01_2013_11_00_48_0.jpg,896,348,21,33,5_16
autosave21_01_2013_11_07_28_1.jpg,864,349,17,25,5_16
autosave21_01_2013_11_07_28_1.jpg,894,349,18,25,5_16
autosave21_01_2013_11_07_51_2.jpg,988,324,23,34,5_16
autosave21_01_2013_11_07_56_0.jpg,1170,277,31,49,5_16
autosave21_01_2013_11_27_36_0.jpg,1017,323,25,36,5_16
autosave21_01_2013_11_30_31_0.jpg,1064,327,21,35,5_16
autosave21_01_2013_11_37_08_0.jpg,1080,333,19,30,5_16
autosave21_01_2013_11_43_04_0.jpg,1095,321,25,36,5_16
autosave21_01_2013_11_43_59_0.jpg,958,292,20,26,7_1
autosave21_01_2013_11_47_40_2.jpg,793,342,21,26,7_5
autosave21_01_2013_11_47_46_0.jpg,1061,223,50,73,7_5
autosave21_01_2013_11_53_43_1.jpg,966,338,16,24,5_16
autosave21_01_2013_11_53_43_2.jpg,929,349,16,22,5_16
autosave21_01_2013_11_53_44_1.jpg,1175,289,25,38,5_16
autosave21_01_2013_11_53_44_1.jpg,1018,324,18,28,5_16
autosave21_01_2013_11_53_44_2.jpg,1087,311,23,35,5_16
autosave21_01_2013_11_59_31_0.jpg,482,339,16,25,5_16
autosave21_01_2013_12_17_17_1.jpg,1001,342,16,25,5_16
autosave21_01_2013_12_17_51_2.jpg,904,336,18,29,5_16
autosave21_01_2013_12_17_52_1.jpg,989,314,24,37,5_16
autosave21_01_2013_12_18_13_1.jpg,919,260,35,50,5_16
autosave21_01_2013_12_18_49_2.jpg,785,331,21,31,5_16
autosave21_01_2013_12_29_40_0.jpg,1005,321,19,27,5_16
autosave21_01_2013_12_31_21_2.jpg,889,337,19,26,5_16
autosave21_01_2013_12_34_21_2.jpg,370,352,21,29,5_16
autosave21_01_2013_12_34_22_1.jpg,336,345,21,29,5_16
autosave21_01_2013_12_34_23_2.jpg,187,297,39,51,5_16
autosave21_01_2013_12_35_44_0.jpg,119,390,19,30,5_16
autosave21_01_2013_12_38_05_0.jpg,777,356,16,24,5_16
autosave21_01_2013_12_38_08_2.jpg,854,348,17,26,5_16
autosave21_01_2013_12_39_30_0.jpg,312,344,20,27,5_16
autosave21_01_2013_12_40_36_1.jpg,434,347,17,27,5_16
autosave21_01_2013_12_40_38_1.jpg,255,303,31,44,5_16
autosave21_01_2013_13_04_04_2.jpg,883,323,25,33,7_5
autosave21_01_2013_13_50_58_0.jpg,910,310,21,31,5_16
autosave21_01_2013_13_51_37_2.jpg,100,338,22,31,5_16
autosave21_01_2013_13_51_39_0.jpg,78,337,24,34,5_16
autosave21_01_2013_13_52_58_0.jpg,891,312,17,31,5_16
autosave21_01_2013_13_52_59_1.jpg,1115,267,31,50,5_16
autosave21_01_2013_13_53_12_2.jpg,886,333,21,28,5_16
autosave21_01_2013_13_53_49_0.jpg,890,340,22,30,5_16
autosave23_10_2012_08_37_31_1.jpg,885,356,16,22,7_3
autosave23_10_2012_08_48_26_0.jpg,1008,349,19,25,7_2
autosave23_10_2012_08_49_48_0.jpg,1141,328,25,32,7_2
autosave23_10_2012_08_49_48_1.jpg,1186,305,29,36,7_2
autosave23_10_2012_08_50_37_0.jpg,829,325,26,36,7_2
autosave23_10_2012_08_57_55_0.jpg,1075,353,20,29,5_16
autosave23_10_2012_09_01_56_0.jpg,1064,364,17,25,5_16
autosave23_10_2012_09_03_03_1.jpg,1043,367,17,23,5_16
autosave23_10_2012_09_05_20_3.jpg,1072,367,17,25,5_16
autosave23_10_2012_09_12_43_3.jpg,1046,326,17,23,5_16
autosave23_10_2012_09_13_42_2.jpg,1140,317,22,32,7_3
autosave23_10_2012_09_13_42_2.jpg,1142,352,21,25,7_5
autosave23_10_2012_09_15_59_0.jpg,1004,326,19,27,7_12
autosave23_10_2012_09_16_00_0.jpg,1146,285,28,42,7_12
autosave23_10_2012_09_17_23_2.jpg,974,367,18,26,7_3
autosave23_10_2012_09_19_48_0.jpg,1061,370,18,28,7_3
autosave23_10_2012_09_29_01_1.jpg,1005,356,25,30,7_3
