filename,x_from,y_from,width,height,sign_class
autosave01_02_2012_09_13_43.jpg,751,360,21,23,3_24_n40
autosave01_02_2012_09_13_48.jpg,735,345,20,21,3_24_n20
autosave01_02_2012_09_18_31.jpg,651,364,16,16,3_4_n8
autosave01_02_2012_09_18_41.jpg,131,381,16,19,3_4_1
autosave01_02_2012_09_20_33.jpg,752,370,16,18,3_27
autosave01_02_2012_09_20_34.jpg,823,347,25,27,3_27
autosave01_02_2012_09_21_37.jpg,770,312,25,24,3_27
autosave01_02_2012_09_21_51.jpg,890,357,20,22,3_4_1
autosave01_02_2012_09_21_51.jpg,709,363,16,18,3_27
autosave01_02_2012_09_21_52.jpg,1084,300,34,34,3_4_1
autosave01_02_2012_09_21_52.jpg,764,325,23,23,3_27
autosave01_02_2012_09_23_44.jpg,711,389,18,19,3_27
autosave01_02_2012_09_26_48.jpg,684,358,34,36,3_27
autosave01_02_2012_09_32_24.jpg,1052,348,28,25,3_27
autosave01_02_2012_09_34_35.jpg,1109,342,20,17,3_18
autosave01_02_2012_09_34_38.jpg,848,363,20,21,3_27
autosave01_02_2012_09_40_01.jpg,917,301,39,41,3_27
autosave01_02_2012_09_43_39.jpg,878,359,25,25,3_27
autosave01_02_2012_09_44_43.jpg,850,315,30,34,3_27
autosave01_02_2012_09_44_43.jpg,1153,344,25,27,3_4_1
autosave01_02_2012_09_44_43.jpg,1159,395,24,24,3_24_n5
autosave01_02_2012_09_44_58.jpg,852,337,37,36,3_27
autosave01_02_2012_09_45_08.jpg,849,368,21,22,3_27
autosave01_02_2012_09_45_09.jpg,1029,327,32,38,3_27
autosave01_02_2012_09_45_22.jpg,874,358,20,24,3_27
autosave01_02_2012_09_46_04.jpg,992,315,41,46,3_27
autosave01_02_2012_09_48_09.jpg,790,383,18,20,3_27
autosave01_02_2012_09_51_13.jpg,914,330,34,36,3_27
autosave01_02_2012_09_51_45.jpg,733,371,24,28,3_27
autosave01_02_2012_09_53_43.jpg,924,359,29,30,3_27
autosave01_02_2012_09_54_26.jpg,860,369,25,29,3_27
autosave01_02_2012_09_55_00.jpg,764,384,24,27,3_27
autosave01_02_2012_09_59_24.jpg,713,382,22,21,3_24_n5
autosave01_02_2012_10_02_02.jpg,866,326,39,39,3_27
autosave01_02_2012_10_02_30.jpg,767,304,33,32,3_27
autosave01_02_2012_10_07_17.jpg,733,374,31,32,3_27
autosave01_02_2012_10_10_24.jpg,1209,199,71,100,3_27
autosave01_02_2012_10_10_34.jpg,781,367,33,34,3_27
autosave01_02_2012_10_11_31.jpg,1089,254,48,44,3_27
autosave01_02_2012_10_11_49.jpg,932,357,24,24,3_27
autosave01_02_2012_10_13_20.jpg,790,366,34,32,3_27
autosave01_02_2012_10_13_49.jpg,794,378,24,27,3_27
autosave01_02_2012_10_14_40.jpg,776,358,28,28,3_27
autosave01_02_2012_10_14_52.jpg,768,358,22,25,3_27
autosave01_02_2012_10_15_41.jpg,554,385,18,19,3_27
autosave01_02_2012_10_16_50.jpg,647,364,23,21,3_24_n40
autosave01_02_2012_10_18_27.jpg,471,298,55,54,3_24_n30
autosave01_02_2012_10_24_09.jpg,769,349,26,29,3_27
autosave01_02_2012_10_25_41.jpg,675,391,19,21,3_24_n40
autosave01_02_2012_10_25_56.jpg,829,366,19,21,3_24_n40
autosave01_02_2012_10_26_26.jpg,652,382,18,18,3_24_n40
autosave01_02_2012_10_26_29.jpg,689,340,37,35,3_24_n40
autosave01_02_2012_10_26_30.jpg,767,285,63,61,3_24_n40
autosave01_02_2012_10_26_34.jpg,648,336,20,19,3_24_n20
autosave01_02_2012_10_27_31.jpg,779,361,36,35,3_24_n30
autosave01_02_2012_10_28_26.jpg,830,222,53,53,3_4_n8
autosave01_02_2012_10_31_28.jpg,703,376,33,32,3_24_n30
autosave01_02_2012_10_31_36.jpg,689,397,17,16,3_24_n30
autosave01_02_2012_10_31_39.jpg,916,242,90,87,3_24_n30
autosave01_02_2012_10_31_39.jpg,749,288,39,38,3_24_n40
autosave01_02_2012_10_32_51.jpg,701,384,16,16,3_24_n30
autosave01_02_2012_10_33_08.jpg,145,449,18,16,3_24_n40
autosave01_02_2012_10_33_09.jpg,36,449,23,21,3_24_n40
autosave01_02_2012_10_34_24.jpg,722,372,23,20,3_24_n40
autosave01_02_2012_10_34_40.jpg,556,405,17,16,3_24_n40
autosave01_02_2012_10_34_59.jpg,580,398,28,26,3_24_n40
autosave01_02_2012_10_35_00.jpg,697,379,39,39,3_24_n40
autosave01_02_2012_10_35_00.jpg,543,411,19,19,3_24_n20
autosave01_02_2012_10_35_13.jpg,655,408,17,18,3_24_n40
autosave01_02_2012_10_35_16.jpg,813,338,50,47,3_24_n40
autosave01_02_2012_10_35_16.jpg,688,381,19,18,3_24_n20
autosave01_02_2012_10_37_43.jpg,1034,148,142,134,3_24_n30
autosave01_02_2012_10_37_43.jpg,756,267,48,45,3_24_n40
autosave01_02_2012_10_38_38.jpg,271,439,29,28,3_24_n5
autosave01_02_2012_10_39_07.jpg,698,380,19,20,3_24_n30
autosave01_02_2012_10_40_56.jpg,638,400,17,17,3_24_n30
autosave01_02_2012_10_41_36.jpg,619,397,20,18,3_24_n30
autosave01_02_2012_10_42_17.jpg,643,404,16,16,3_24_n30
autosave01_02_2012_10_42_51.jpg,834,326,58,58,3_24_n40
autosave01_02_2012_10_43_44.jpg,667,387,16,17,3_27
autosave01_02_2012_10_52_02.jpg,725,362,19,19,3_24_n40
autosave01_02_2012_10_52_37.jpg,800,339,20,24,3_24_n40
autosave01_02_2012_10_52_38.jpg,808,316,36,35,3_24_n20
autosave01_02_2012_10_53_05.jpg,675,364,17,17,3_24_n40
autosave01_02_2012_10_53_24.jpg,716,376,19,19,3_27
autosave01_02_2012_10_57_46.jpg,704,346,26,28,3_27
autosave01_02_2012_10_59_06.jpg,686,385,18,17,3_24_n40
autosave01_02_2012_10_59_13.jpg,603,379,21,20,3_24_n20
autosave01_02_2012_10_59_54.jpg,702,367,22,24,3_27
autosave01_02_2012_11_04_03.jpg,713,373,21,22,3_27
autosave01_02_2012_11_04_29.jpg,810,348,32,33,3_24_n40
autosave01_02_2012_11_06_15.jpg,644,383,18,18,3_27
autosave01_02_2012_11_06_59.jpg,778,391,18,17,3_24_n60
autosave01_02_2012_11_09_04.jpg,697,375,17,19,3_24_n70
autosave01_02_2012_11_09_22.jpg,709,373,17,18,3_24_n50
autosave01_02_2012_11_10_48.jpg,911,390,18,20,3_27
autosave01_02_2012_11_11_00.jpg,1203,278,29,62,3_24_n5
autosave01_02_2012_11_11_00.jpg,1207,345,27,55,3_32
autosave01_02_2012_11_11_01.jpg,615,355,18,23,2_5
autosave01_02_2012_11_11_10.jpg,350,425,19,21,3_1
autosave01_02_2012_11_11_32.jpg,194,396,21,21,2_5
autosave01_02_2012_11_14_01.jpg,688,348,19,17,3_20
autosave01_02_2012_11_29_50.jpg,164,360,54,51,3_13_r4.5
autosave01_02_2012_11_30_13.jpg,846,308,33,35,3_24_n40
autosave01_02_2012_11_30_23.jpg,792,377,21,20,3_2
autosave01_02_2012_11_30_23.jpg,732,366,22,22,3_24_n60
autosave01_02_2012_11_30_56.jpg,736,342,26,25,3_20
autosave01_02_2012_11_30_56.jpg,738,371,26,27,3_24_n60
autosave01_02_2012_11_31_47.jpg,767,348,28,27,3_24_n60
autosave01_02_2012_11_32_18.jpg,719,375,18,19,3_20
autosave01_02_2012_11_32_35.jpg,807,345,27,28,3_20
autosave01_02_2012_11_33_01.jpg,730,350,19,18,3_24_n60
autosave01_02_2012_11_33_01.jpg,732,369,18,18,3_20
autosave01_02_2012_11_33_30.jpg,815,272,36,38,3_20
autosave01_02_2012_11_33_30.jpg,820,315,35,33,3_24_n60
autosave01_02_2012_11_38_41.jpg,1058,315,22,32,3_24_n40
autosave01_02_2012_11_39_03.jpg,707,332,23,28,3_24_n40
autosave01_02_2012_11_39_10.jpg,717,354,22,22,3_24_n20
autosave01_02_2012_11_39_12.jpg,1005,175,72,81,3_24_n20
autosave01_02_2012_11_41_19.jpg,596,358,23,23,3_24_n40
autosave01_02_2012_11_54_44.jpg,733,348,19,17,3_24_n50
autosave01_02_2012_11_54_44.jpg,736,368,19,18,3_27
autosave01_02_2012_11_56_09.jpg,712,346,23,24,3_20
autosave01_02_2012_11_56_30.jpg,753,367,22,24,3_20
autosave01_02_2012_11_57_00.jpg,699,321,30,29,3_20
autosave01_02_2012_11_57_00.jpg,704,350,27,27,3_24_n60
autosave01_02_2012_11_58_02.jpg,709,317,29,29,3_20
autosave01_02_2012_11_58_02.jpg,714,347,27,29,3_24_n60
autosave01_02_2012_11_58_29.jpg,656,376,21,21,3_20
autosave01_02_2012_11_59_03.jpg,713,380,16,17,3_20
autosave01_02_2012_11_59_17.jpg,855,299,44,43,3_24_n60
autosave01_02_2012_11_59_33.jpg,721,363,22,21,3_24_n60
autosave01_02_2012_12_00_29.jpg,738,371,18,19,3_20
autosave01_02_2012_12_00_49.jpg,803,337,38,36,3_24_n40
autosave01_02_2012_12_01_08.jpg,782,362,18,18,3_24_n60
autosave01_02_2012_12_01_42.jpg,720,384,19,18,3_20
autosave01_02_2012_12_03_49.jpg,893,261,74,73,3_20
autosave01_02_2012_12_04_32.jpg,863,353,19,20,3_4_1
autosave01_02_2012_12_04_32.jpg,866,376,16,18,3_4_1
autosave01_02_2012_12_04_35.jpg,1030,343,17,24,3_24_n5
autosave01_02_2012_12_04_47.jpg,447,379,19,33,3_1
autosave01_02_2012_12_05_02.jpg,85,276,60,80,3_24_n5
autosave01_02_2012_12_05_26.jpg,866,388,16,17,2_5
autosave01_02_2012_12_05_30.jpg,909,366,25,37,2_5
autosave01_02_2012_12_05_31.jpg,894,371,25,36,2_5
autosave01_02_2012_12_06_59.jpg,640,390,18,16,3_24_n40
autosave01_02_2012_12_08_01.jpg,335,378,18,19,3_4_1
autosave01_02_2012_12_08_19.jpg,842,319,19,22,3_1
autosave01_02_2012_12_10_09.jpg,741,380,16,16,3_24_n40
autosave01_02_2012_12_12_55.jpg,616,403,17,16,3_24_n40
autosave01_02_2012_12_17_16.jpg,657,392,20,19,3_24_n40
autosave01_02_2012_12_17_23.jpg,425,367,20,20,3_24_n20
autosave01_02_2012_12_18_23.jpg,688,370,17,17,3_24_n20
autosave01_02_2012_12_18_59.jpg,713,369,22,22,3_24_n20
autosave01_02_2012_12_19_55.jpg,970,371,19,24,3_27
autosave01_02_2012_12_20_00.jpg,611,353,17,21,3_27
autosave01_02_2012_12_33_54.jpg,374,383,21,22,2_5
autosave01_02_2012_12_35_27.jpg,637,372,18,18,3_24_n20
autosave01_02_2012_12_38_50.jpg,751,363,19,19,3_24_n60
autosave01_02_2012_12_40_50.jpg,636,382,18,17,3_24_n40
autosave01_02_2012_12_40_50.jpg,700,354,31,30,3_27
autosave01_02_2012_12_41_01.jpg,652,357,22,21,3_20
autosave01_02_2012_12_42_16.jpg,658,408,18,17,3_24_n40
autosave01_02_2012_12_46_32.jpg,734,354,25,25,3_27
autosave01_02_2012_12_50_12.jpg,823,367,22,24,3_27
autosave01_02_2012_12_59_27.jpg,612,381,16,16,3_1
autosave01_02_2012_12_59_37.jpg,453,319,31,31,3_1
autosave01_02_2012_13_00_46.jpg,779,303,48,47,3_24_n40
