filename,x_from,y_from,width,height,sign_class
autosave01_02_2012_09_13_54.jpg,143,372,26,35,5_16
autosave01_02_2012_09_13_59.jpg,683,338,16,24,5_16
autosave01_02_2012_09_14_01.jpg,867,178,55,74,5_16
autosave01_02_2012_09_15_19.jpg,706,363,17,23,5_16
autosave01_02_2012_09_15_20.jpg,718,355,20,25,5_16
autosave01_02_2012_09_17_42.jpg,265,392,17,23,5_16
autosave01_02_2012_09_17_43.jpg,35,361,30,42,5_16
autosave01_02_2012_09_17_47.jpg,703,363,16,22,5_16
autosave01_02_2012_09_18_26.jpg,227,375,20,29,5_16
autosave01_02_2012_09_18_30.jpg,652,358,18,27,5_16
autosave01_02_2012_09_18_31.jpg,701,312,27,43,5_16
autosave01_02_2012_09_21_35.jpg,1082,310,29,37,5_16
autosave01_02_2012_09_22_30.jpg,689,386,18,20,5_16
autosave01_02_2012_09_22_37.jpg,779,335,26,35,5_16
autosave01_02_2012_09_22_47.jpg,651,382,16,19,7_3
autosave01_02_2012_09_29_12.jpg,887,203,35,47,5_16
autosave01_02_2012_09_30_03.jpg,1055,292,21,29,5_16
autosave01_02_2012_09_30_28.jpg,829,322,16,21,5_16
autosave01_02_2012_09_31_36.jpg,719,396,16,23,7_2
autosave01_02_2012_09_32_18.jpg,967,321,17,23,5_16
autosave01_02_2012_09_33_50.jpg,824,364,16,19,5_16
autosave01_02_2012_09_34_15.jpg,812,366,23,32,7_12
autosave01_02_2012_09_34_48.jpg,1208,249,51,69,7_3
autosave01_02_2012_09_34_53.jpg,761,370,18,24,7_3
autosave01_02_2012_09_35_56.jpg,875,365,16,21,7_3
autosave01_02_2012_09_37_43.jpg,1193,53,50,60,5_16
autosave01_02_2012_09_39_13.jpg,969,306,19,26,5_16
autosave01_02_2012_09_39_33.jpg,712,349,18,28,7_4
autosave01_02_2012_09_39_33.jpg,713,378,20,26,7_3
autosave01_02_2012_09_39_41.jpg,811,321,16,21,5_16
autosave01_02_2012_09_39_43.jpg,745,383,16,22,7_3
autosave01_02_2012_09_40_30.jpg,818,286,21,29,5_16
autosave01_02_2012_09_40_45.jpg,817,386,21,27,7_11
autosave01_02_2012_09_42_37.jpg,819,332,19,24,5_16
autosave01_02_2012_09_43_37.jpg,975,270,23,34,5_16
autosave01_02_2012_09_44_14.jpg,865,324,17,23,5_16
autosave01_02_2012_09_45_21.jpg,921,347,33,47,7_3
autosave01_02_2012_09_47_03.jpg,944,349,33,42,7_3
autosave01_02_2012_09_49_04.jpg,893,308,19,26,5_16
autosave01_02_2012_09_51_09.jpg,901,301,24,30,5_16
autosave01_02_2012_09_51_28.jpg,713,388,17,22,7_3
autosave01_02_2012_09_51_43.jpg,742,323,18,24,5_16
autosave01_02_2012_09_51_59.jpg,759,372,27,38,7_4
autosave01_02_2012_09_52_11.jpg,756,349,29,41,7_2
autosave01_02_2012_09_56_05.jpg,721,381,25,35,7_3
autosave01_02_2012_09_57_52.jpg,895,305,27,39,5_16
autosave01_02_2012_10_03_28.jpg,809,329,18,24,5_16
autosave01_02_2012_10_04_30.jpg,727,347,16,24,5_16
autosave01_02_2012_10_04_33.jpg,800,268,38,54,5_16
autosave01_02_2012_10_07_12.jpg,757,254,29,41,5_16
autosave01_02_2012_10_08_18.jpg,701,325,19,27,5_16
autosave01_02_2012_10_09_14.jpg,680,362,21,28,7_3
autosave01_02_2012_10_09_14.jpg,682,392,19,27,7_11
autosave01_02_2012_10_09_38.jpg,846,344,33,42,7_11
autosave01_02_2012_10_10_30.jpg,936,248,30,45,5_16
autosave01_02_2012_10_11_48.jpg,1157,279,26,33,5_16
autosave01_02_2012_10_13_17.jpg,1064,237,28,37,5_16
autosave01_02_2012_10_14_46.jpg,843,290,21,30,5_16
autosave01_02_2012_10_15_35.jpg,703,359,25,35,7_7
autosave01_02_2012_10_25_06.jpg,235,370,25,35,5_16
autosave01_02_2012_10_26_59.jpg,886,256,34,47,5_16
autosave01_02_2012_10_32_14.jpg,589,372,16,21,5_16
autosave01_02_2012_10_40_31.jpg,749,341,18,24,5_16
autosave01_02_2012_10_43_14.jpg,751,354,18,24,5_16
autosave01_02_2012_10_43_37.jpg,798,333,16,27,5_16
autosave01_02_2012_10_45_07.jpg,582,373,24,34,7_3
autosave01_02_2012_10_47_50.jpg,725,340,17,26,5_16
autosave01_02_2012_10_48_59.jpg,853,374,26,38,5_16
autosave01_02_2012_10_49_44.jpg,882,329,17,24,5_16
