filename,x_from,y_from,width,height,sign_class
autosave01_02_2012_09_13_47.jpg,702,339,19,19,5_20
autosave01_02_2012_09_13_48.jpg,731,320,24,23,5_20
autosave01_02_2012_09_13_54.jpg,668,379,17,16,5_19_1
autosave01_02_2012_09_13_54.jpg,374,405,17,17,5_19_1
autosave01_02_2012_09_13_59.jpg,989,199,65,62,5_19_1
autosave01_02_2012_09_14_01.jpg,697,368,20,19,5_20
autosave01_02_2012_09_15_16.jpg,720,361,27,25,5_19_1
autosave01_02_2012_09_15_19.jpg,767,329,32,31,5_19_1
autosave01_02_2012_09_15_20.jpg,799,310,36,38,5_19_1
autosave01_02_2012_09_15_20.jpg,142,372,33,35,5_19_1
autosave01_02_2012_09_16_57.jpg,170,421,22,21,5_19_1
autosave01_02_2012_09_17_05.jpg,805,332,29,29,5_19_1
autosave01_02_2012_09_17_09.jpg,1104,129,89,86,5_19_1
autosave01_02_2012_09_17_21.jpg,278,390,21,22,5_19_1
autosave01_02_2012_09_17_24.jpg,838,333,29,32,5_19_1
autosave01_02_2012_09_17_24.jpg,470,377,19,18,5_19_1
autosave01_02_2012_09_17_43.jpg,683,375,17,18,5_19_1
autosave01_02_2012_09_17_43.jpg,367,407,16,16,5_19_1
autosave01_02_2012_09_18_26.jpg,657,367,17,18,5_19_1
autosave01_02_2012_09_18_26.jpg,344,402,16,17,5_19_1
autosave01_02_2012_09_18_30.jpg,885,226,64,62,5_19_1
autosave01_02_2012_09_18_41.jpg,130,402,19,21,5_19_1
autosave01_02_2012_09_20_13.jpg,851,366,22,21,5_15_5
autosave01_02_2012_09_21_40.jpg,767,360,23,24,6_3_1
autosave01_02_2012_09_22_03.jpg,725,383,19,19,5_15_5
autosave01_02_2012_09_22_15.jpg,661,365,23,22,6_7
autosave01_02_2012_09_22_37.jpg,660,384,16,19,5_15_3
autosave01_02_2012_09_23_43.jpg,881,375,17,20,5_19_1
autosave01_02_2012_09_23_44.jpg,911,370,17,23,5_19_1
autosave01_02_2012_09_26_02.jpg,705,380,16,17,5_15_5
autosave01_02_2012_09_26_06.jpg,690,337,29,33,5_15_5
autosave01_02_2012_09_27_52.jpg,688,373,19,19,6_4
autosave01_02_2012_09_29_08.jpg,737,389,19,19,5_19_1
autosave01_02_2012_09_30_00.jpg,820,363,21,21,6_6
autosave01_02_2012_09_30_31.jpg,1011,331,38,35,5_19_1
autosave01_02_2012_09_30_47.jpg,802,375,34,18,5_15_1
autosave01_02_2012_09_30_49.jpg,1012,324,65,35,5_15_1
autosave01_02_2012_09_31_04.jpg,869,365,21,21,6_7
autosave01_02_2012_09_33_49.jpg,798,388,21,22,6_6
autosave01_02_2012_09_34_06.jpg,730,383,34,16,5_15_1
autosave01_02_2012_09_34_07.jpg,736,383,36,18,5_15_1
autosave01_02_2012_09_34_14.jpg,941,335,77,37,5_15_1
autosave01_02_2012_09_34_14.jpg,633,316,19,19,5_15_2
autosave01_02_2012_09_34_14.jpg,553,332,20,19,5_15_2
autosave01_02_2012_09_34_14.jpg,496,340,22,20,5_15_2
autosave01_02_2012_09_34_15.jpg,1079,286,107,55,5_15_1
autosave01_02_2012_09_34_15.jpg,642,291,20,21,5_15_2
autosave01_02_2012_09_34_15.jpg,549,309,22,22,5_15_2
autosave01_02_2012_09_34_15.jpg,482,317,25,23,5_15_2
autosave01_02_2012_09_34_25.jpg,1079,330,30,28,5_19_1
autosave01_02_2012_09_34_35.jpg,1116,363,17,18,5_6
autosave01_02_2012_09_35_05.jpg,800,361,17,20,6_4
autosave01_02_2012_09_35_41.jpg,822,392,35,18,5_15_1
autosave01_02_2012_09_36_32.jpg,924,317,18,19,6_4
autosave01_02_2012_09_36_33.jpg,1077,275,25,25,6_4
autosave01_02_2012_09_36_33.jpg,1120,326,17,16,6_4
autosave01_02_2012_09_37_43.jpg,1203,122,53,48,6_6
autosave01_02_2012_09_37_53.jpg,726,378,50,29,5_15_1
autosave01_02_2012_09_38_40.jpg,459,315,24,24,5_15_2
autosave01_02_2012_09_38_40.jpg,375,327,22,22,5_15_2
autosave01_02_2012_09_38_45.jpg,280,97,69,62,5_15_2
autosave01_02_2012_09_38_45.jpg,35,122,68,65,5_15_2
autosave01_02_2012_09_38_45.jpg,520,59,65,61,5_5
autosave01_02_2012_09_39_16.jpg,768,381,18,18,6_7
autosave01_02_2012_09_40_20.jpg,705,385,38,20,5_15_1
autosave01_02_2012_09_40_23.jpg,800,377,25,25,5_15_3
autosave01_02_2012_09_40_24.jpg,978,320,46,45,5_15_3
autosave01_02_2012_09_40_29.jpg,763,353,27,27,5_19_1
autosave01_02_2012_09_40_33.jpg,722,393,17,18,5_15_5
autosave01_02_2012_09_42_29.jpg,781,384,19,20,5_5
autosave01_02_2012_09_42_32.jpg,1011,327,36,42,5_5
autosave01_02_2012_09_42_35.jpg,775,384,23,23,5_19_1
autosave01_02_2012_09_42_37.jpg,1134,289,66,59,5_19_1
autosave01_02_2012_09_43_37.jpg,877,289,30,28,5_19_1
autosave01_02_2012_09_44_13.jpg,808,376,21,22,5_19_1
autosave01_02_2012_09_44_14.jpg,952,343,38,35,5_19_1
autosave01_02_2012_09_44_20.jpg,779,368,22,27,6_3_1
autosave01_02_2012_09_44_53.jpg,749,383,22,21,5_19_1
autosave01_02_2012_09_44_53.jpg,504,402,23,23,5_19_1
autosave01_02_2012_09_45_35.jpg,851,361,21,23,6_3_1
autosave01_02_2012_09_45_48.jpg,833,305,30,31,5_19_1
autosave01_02_2012_09_45_49.jpg,307,330,64,60,5_19_1
autosave01_02_2012_09_46_07.jpg,813,365,54,28,5_15_1
autosave01_02_2012_09_46_17.jpg,932,364,53,29,5_15_1
autosave01_02_2012_09_46_17.jpg,803,383,16,18,6_3_1
autosave01_02_2012_09_46_40.jpg,984,327,37,39,6_6
autosave01_02_2012_09_47_30.jpg,853,368,29,30,5_15_3
autosave01_02_2012_09_47_34.jpg,797,380,42,22,5_15_1
